一级分类,二级分类,疾病,挂什么科,哪些症状,好发人群,治疗方法,治疗费用,是否传染,患病比例,治愈率,治疗周期,html
内科,心血管内科,单心室,心胸外科,心力衰竭、心脏杂音、心悸、右心室流出道、心室肥大、呼吸异常、心律失常、心音异常、紫绀、杵状指（趾）、心动过速,婴幼儿,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（20000 —— 50000元）,否,0.005%,60%,1-3个月,https://tag.120ask.com/jibing/danxinshi/
内科,心血管内科,左心室双出口,心胸外科,紫绀、心脏杂音、心悸、反向搏动、心音异常、呼吸异常、心律失常、右心室流出道、心力衰竭,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约20000-50000元,否,0.0004%,60%,1-3个月,https://tag.120ask.com/jibing/zxssck/
内科,心血管内科,三房心,心血管内科,活动后气促、心脏杂音、心力衰竭、呼吸异常,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约2000-5000元,否,0.0002%-0.0005%,,>20天(终身间歇性治疗),https://tag.120ask.com/jibing/sanfangxin/
内科,心血管内科,右心室双出口,心胸外科,心力衰竭、肺含水量增加、心脏杂音、心悸、右心室流出道、心音异常、呼吸异常、心律失常、心前区隆起,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（10000-50000元）,否,0.05%,80%,3-6月,https://tag.120ask.com/jibing/yxssck/
内科,心血管内科,先天性主动脉缩窄,心胸外科,高血压、呼吸急促、心率增快、喂食困难、鼻衂、下肢无力、下肢发凉、间歇性跛行、肝脏肿大、心脏扩大、收缩期杂音 、奔马律心音,婴幼儿,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（30000-50000元）,否,0.0001%,65%,30天,https://tag.120ask.com/jibing/xtxzdmsz/
内科,心血管内科,房室管畸形,心胸外科,生长缓慢、胸廓异常、收缩期和舒张期杂音、肝脏肿大、房室管畸形、紫绀、心脏杂音、心悸、呼吸异常、心脏增大、心力衰竭、劳动后气急,所有人群,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 20000元）,否,发病率约0.03%—0.08%,,3-4个月,https://tag.120ask.com/jibing/fsgjx/
内科,心血管内科,三尖瓣下移畸形,心胸外科,呼吸困难、紫绀、心力衰竭、心悸、三尖瓣下移、劳动后气急、乏力、心动过速、收缩期和舒张期杂音、奔马律心音、杵状指（趾）,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 5000元）,否,婴幼儿发病率约为0.007%-0.01%,,1-3个月,https://tag.120ask.com/jibing/sjbxyjx/
内科,心血管内科,冠状动脉异位起源,心血管内科,颈静脉充盈、收缩期杂音 、左心室肥厚、钙化、心力衰竭、咳嗽、冠状动脉窃血现象、心脏畸形、心肌缺氧、气急、烦躁不安、口唇苍白,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约2000-5000元,否,发病率约为0.0001%--0.0002%,,1-3年，可能需要多次手术,https://tag.120ask.com/jibing/gzdmywqy/
内科,心血管内科,永存动脉干,心血管内科、心胸外科,紫绀、心动过速、呼吸困难、心力衰竭、心音异常、心脏杂音、心悸、心脏增大、肺部感染、杵状指（趾）、红细胞增多,所有人群,手术、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（50000 ——80000元）,否,0.05%,70%,3-6月,https://tag.120ask.com/jibing/ycdmg/
内科,心血管内科,妊娠合并心脏病,产科、心血管内科,胸闷、气短、端坐呼吸,怀孕妇女,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元,否,妊娠妇女发病率约为0.01%--0.02%,80%，多在分娩后自行恢复,4-8周,https://tag.120ask.com/jibing/rshbxzb/
内科,心血管内科,妊娠合并肺栓塞,呼吸内科、产科,呼吸困难、面色苍白、出冷汗、急性疼痛、右心衰竭、脑缺氧、妊娠期胸痛、休克、咳嗽、晕厥,孕妇,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,否,孕妇中发病率约0.01%,60-70%,1-3个月,https://tag.120ask.com/jibing/rshbfss/
内科,心血管内科,小儿高血压,心血管内科,高血压、眩晕、恶心与呕吐、头痛、昏迷、心悸、头胀、舒张压上升、视力障碍、婴儿体重增长过快、晕厥、烦躁不安,婴幼儿,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,否,0.01%,60%,14--21天,https://tag.120ask.com/jibing/xegxy/
内科,心血管内科,小儿充血性心力衰竭,心血管内科,呼吸困难、面色苍白、心动过速、四肢发冷、嗜睡、乏力、呕吐、多汗症、面色青紫、肝脾肿大、咯血、咳嗽,小儿多见,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（10000 —— 50000元）,否,发病率约为0.001%-0.002%，多见于重症肺炎患儿,75%,4-6周,https://tag.120ask.com/jibing/xecxxxlsj/
内科,心血管内科,川崎病,小儿内科,持续性发热、杨梅样舌、斑疹、手掌硬性水肿、腹痛、腹泻、肛周皮肤潮红,儿童人群,西药治疗,根据不同医院，收费标准不一致，市三甲医院约20000--60000元,否,0.04%-0.05%(上述为12岁以下儿童发病率),90%,4周,https://tag.120ask.com/jibing/chuanqibing/
内科,心血管内科,蜂螫伤,急诊科,昏迷、头痛、休克、头晕、发热寒战、气喘、心率增快、血压下降,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,否,0.001%,70%,5-14天,https://tag.120ask.com/jibing/fengshang/
内科,心血管内科,心脏病,心血管内科,心动过速、身体瘦弱、胸痛、晕厥、恶心、一过性昏厥、发绀、窒息、心悸,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（15000 —— 18000元）,否,0.03%,30%,1-3个月,https://tag.120ask.com/jibing/xzb/
内科,心血管内科,心血管疾病,心血管内科,心脏跳动快速、心律不整、心跳频率过快、过缓、心律不齐、呼吸困难、紫绀、晕厥,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-10000元）,否,老年人群发病率约10-20%,60%，以控制症状为主,终身治疗,https://tag.120ask.com/jibing/xxgjb/
内科,心血管内科,心肌梗死,心血管内科,胸痛伴胸闷、心悸、心慌、气短,中老年人,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000-5000元）,否,0.406%,30%,7-10天,https://tag.120ask.com/jibing/xjgs/
内科,心血管内科,蚕豆病,血液科,微热、恶寒、头昏、倦怠无力、食欲缺乏、腹痛、发热、黄疸、腹泻、尿呈酱油色,见于先天遗传,预防治疗、输血治疗、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000--10000元）,否,0.01%--0.02%(儿童多见，发病率约为0.01%-0.02%，具有遗传倾向，多发生在蚕豆成熟的季节),95%,2-4周,https://tag.120ask.com/jibing/candoubing/
内科,心血管内科,高原性心脏病,心血管内科,头痛、疲乏、食欲不振、咳嗽、指甲床发绀、心悸、颈静脉怒张、烦躁不安、口唇发绀、精神萎靡、呼吸急促、水肿,高原生活群体,药物治疗、高压氧疗,根据不同医院，收费标准不一致，市三甲医院约（50000-80000元）,否,0.001%-0.003%,60%,10天-15天,https://tag.120ask.com/jibing/gyxxzb/
内科,心血管内科,阵发性室上性心动过速,心血管内科,心悸、胸闷、头颈部发胀、心跳过速、发作间歇期如常人、发作间隙长短不一,中老年人,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000-10000元）,否,0.002%,85%,2-4月,https://tag.120ask.com/jibing/zfxssxxdgs/
内科,心血管内科,心肌缺血,心血管内科,心电图异常、心绞痛、心肌梗死,40岁以上中年人,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元）,否,0.0012%,40%,1-2个月,https://tag.120ask.com/jibing/xjqx/
内科,心血管内科,心脏瓣膜疾病,心胸外科,高血压、心绞痛、晕厥、心悸、呼吸异常,老年人群,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000--15000元）,否,0.004%,,手术治疗周期14天,https://tag.120ask.com/jibing/xzbmjb/
内科,心血管内科,高血脂,心血管内科,头晕乏力、食欲不振、心急缺血、心悸气短,50岁以上肥胖人群,药物治疗、饮食治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元,否,0.46%,60%,30天,https://tag.120ask.com/jibing/gaoxuezhi/
内科,心血管内科,肺动脉口狭窄,心血管内科,心悸、劳动后气急、劳动耐力下降、疲劳、收缩期和舒张期杂音、紫绀、心音异常、杵状指（趾）、心律失常、肺动脉狭窄、心脏杂音、肺动脉杂音,儿童人群,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 5000元）,否,特定人群0.08%,80%,4-6月,https://tag.120ask.com/jibing/fdmkxz/
内科,心血管内科,继发性高血压,心血管内科,顽固性高血压、伴高血压、心悸伴高血压、情绪性高血压、颈性高血压、继发性高血压、去首高血压、妊娠高血压征、门诊高血压、妊娠期高血压,心肾疾病患者,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.5%,80%,3-6月,https://tag.120ask.com/jibing/jfxgxy/
内科,心血管内科,围生期心肌病,心血管内科,心悸、呼吸困难、端坐呼吸、咳嗽、心律失常、湿啰音、颈静脉怒张、下肢水肿、疲劳,孕妇,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 5000元）,否,0.0001%,30%,10-30天,https://tag.120ask.com/jibing/wsqxjb/
内科,心血管内科,特异性心肌病,心血管内科,活动或劳累后气急、夜间阵发性气急、右心律失常、血栓栓塞、猝死,中老年人,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 20000元）,否,0.12%,40%,30天,https://tag.120ask.com/jibing/tyxxjb/
内科,心血管内科,窦性心律不齐,心血管内科,心悸、心慌,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500—— 1000元）,否,0.01%,60%,7--14天,https://tag.120ask.com/jibing/xxlbq/
内科,心血管内科,主-肺动脉间隔缺损,心胸外科,心悸、促脉、呼吸异常、紫绀、咳嗽、气急、乏力,先天遗传群众,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000--10000元）,否,0.001%,60%,1-3个月,https://tag.120ask.com/jibing/zfdmjgqs/
内科,心血管内科,致心律失常型右室心肌病,心血管内科,心律失常、右心扩大、猝死,家族遗传患者,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（7000-12000元）,否,0.0146%,35%,3-6个月,https://tag.120ask.com/jibing/zxlscxysxjb/
内科,心血管内科,非阵发性房室交界区性心动过速,心血管内科,心动过速、心率不规则,洋地黄中毒患者,西医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（7000-10000元）,否,0.0001%,10%,7-14天,https://tag.120ask.com/jibing/fzfxfsjjqxxdgs/
内科,心血管内科,药物性心肌病,心血管内科,心律失常、低血压、室上性心律失常、猝死、窦房结病变、心脏杂音、心悸、易昏厥、心脏增大、心力衰竭、心肌肥厚、周围组织灌注不良,接受某些对心肌有毒性作用药物治疗的患者,病因防治、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 ——4000元）,否,0.001%,70%,1-3个月,https://tag.120ask.com/jibing/ywxxjb/
内科,心血管内科,心脏骤停,心血管内科,脉搏停止、窒息、胸部憋闷疼痛,冠心病患者、老年人、严重外伤、溺水,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（30000-50000元）,否,0.001%,30%,1天,https://tag.120ask.com/jibing/xzzt/
内科,心血管内科,房室交界区性逸搏,心血管内科）,心慌、心律不齐、乏力,中老年人最多见,中医药物治疗、西医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 20000元）,否,60岁以上老年人发病率约为0.01%--0.02%,60%,1-3个月,https://tag.120ask.com/jibing/fsjjqxyb/
内科,心血管内科,房室交界区性期前收缩,心内科,心慌、气短、乏力,中老年患者尤为常见,"中医药物治疗、西医药物治疗
手术治疗",根据不同医院，收费标准不一致，市三甲医院约（10000 —— 30000元）,否,0.004%-0.008%,65%,1-3个月,https://tag.120ask.com/jibing/fsjjqxqqss/
内科,心血管内科,多瓣膜病,心胸外科,心绞痛、晕厥、呼吸异常、心悸,老年人群,手术治疗、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（10000--30000元）,否,0.001%,60%,30天,https://tag.120ask.com/jibing/dbmb/
内科,心血管内科,房性早搏,心内科,头昏乏力、摸脉有间歇、心悸,心脏病患者、中老年人,西医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,人群患病概率0.74%,,需要终身治疗,https://tag.120ask.com/jibing/fxzb/
内科,心血管内科,心脏介入手术,心胸外科,心慌、气短、呼吸苦难,中老年人心脏病患者多见,"中医药物治疗、西医药物治疗
、手术",根据不同医院，收费标准不一致，市三甲医院约（50000 —— 100000元）,否,0.005%,80%,2-5月,https://tag.120ask.com/jibing/xzjrss/
内科,心血管内科,脑供血不足,神经内科,烦躁不安 、面部一侧出汗另一侧却无汗、 植物神经功能障碍 、头昏,50岁以上中老年人,药物治疗、饮食疗法,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元）,否,1%,60--80%,14--21天,https://tag.120ask.com/jibing/ngxbz/
内科,心血管内科,高胆固醇血症,内科,肥胖、体重增加、高血压、头晕头痛,肥胖的人和糖尿病患者,降血脂，调控饮食、适量运动、避免烟酒及甜食,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 8000元）,否,0.9%,80%,1个月,https://tag.120ask.com/jibing/gdgcxz/
